track_id,bit_rate,comments,composer,date_created,date_recorded,duration,favorites,genre_top,genres,genres_all,information,interest,language_code,license,listens,lyricist,number,publisher,tags,title
890,256000,0,,2008-11-26 02:24:13,2008-11-26 00:00:00,297,2,Folk,[49],"[49, 17]","<p>""Ghostly, haunting, spectral"" - all of these adjectives can be used to describe the music found on ""Century of Moonlight."" However, the spindly beauty of this recent Oregon transplant's guitar work outshines any morose adjectives that you can throw at it. Understated, yet fascinating and intricate guitar lines are backed by a hushed coo and are at various times augmented with a lush harmonium drone, percussion, and effects that seem to stretch each note out to the spirit world.<br /> <br /> This is Ilyas Ahmed's fourth release, and the first to be put out on a label other than his own. Of course, Nemo over at Time-lag HQ knows a good thing when he hears it: ""Century of Moonlight"" is a six-song masterpiece.<br /> <br /> Tracks such as ""Softly, Tomorrow,"" ""Red Spring,"" and ""The Gathering"" serve to draw the listener deep into inner space, while the excellent ""Your One Mind,"" and ""Seen Through"" call forth the spirits of the great steel guitar gods of yore. ""Kabhi ma Boley Ashista"" is a beautiful droning raga that will leave the hair on your neck standing straight up.<br /> <br /> Packaged in a gorgeous burnt-orange tri-folded sleeve, ""Century of Moonlight"" is a magical excursion through the mysterious night. With Ilyas Ahmed as our guide through this strange penumbra, we have nothing to fear. 9/10 (-review by <a href=""http://www.digitalisindustries.com/foxyd/writers.php?which=493"" target=""_blank"">Byron Hayes</a> at <a href=""http://www.digitalisindustries.com/foxyd/reviews.php?which=1707"" target=""_blank"">Digitalis Industries</a>)</p>",2341,en,Attribution-NonCommercial-ShareAlike 3.0 International,1966,,1,,[],Softly Tomorrow
892,256000,0,,2008-11-26 02:24:22,2008-03-01 00:00:00,480,7,Folk,[49],"[49, 17]",,1579,en,Attribution-NonCommercial-ShareAlike 3.0 International,907,,4,,[],Phantom Sky
897,256000,0,,2008-11-26 02:24:42,2007-01-01 00:00:00,275,0,Experimental,[32],"[32, 38]",,2032,en,Attribution-NonCommercial-ShareAlike 3.0 International,1708,,2,,[],02
993,256000,0,Jason Willett,2008-11-26 02:27:59,1995-11-26 00:00:00,86,7,Rock,[12],[12],,3913,en,Attribution-NonCommercial-ShareAlike 3.0 International,3402,,3,,['baltimore'],Or So I've Been Told
995,256000,3,,2008-11-26 02:28:04,2008-11-26 00:00:00,298,2,Experimental,[32],"[32, 38]",,3325,en,Attribution-Noncommercial-Share Alike 3.0 United States,2753,,1,,[],No Good Deed Goes Unpunished
997,256000,0,,2008-11-26 02:28:14,2008-11-26 00:00:00,520,2,Experimental,[32],"[32, 38]",,1930,en,Attribution-Noncommercial-Share Alike 3.0 United States,1310,,2,,[],Nothing's Ever Ending
998,256000,0,,2008-11-26 02:28:22,2008-11-26 00:00:00,475,3,Experimental,[32],"[32, 38]",,1397,en,Attribution-Noncommercial-Share Alike 3.0 United States,844,,3,,[],Apparently
1039,256000,0,,2008-11-26 02:31:33,,169,11,Rock,[53],"[45, 12, 53]",,4040,en,Attribution-Noncommercial-Share Alike 3.0 United States,3030,,3,,[],13 Monsters
1040,192000,0,,2008-11-26 02:31:35,2003-01-01 00:00:00,310,8,Rock,[53],"[45, 12, 53]",,8613,en,Attribution-Noncommercial-Share Alike 3.0 United States,2166,,3,,[],Dracula Mountain
1066,192000,0,,2008-11-26 02:33:02,2005-04-15 00:00:00,234,6,Experimental,[22],"[38, 22]",,11676,en,Attribution-Noncommercial-Share Alike 3.0 United States,10700,,1,,[],Helicopter de Cristal
1069,192000,0,,2008-11-26 02:33:08,2005-04-15 00:00:00,110,6,Experimental,[22],"[38, 22]",,7038,en,Attribution-Noncommercial-Share Alike 3.0 United States,5661,,4,,[],Un Lagrima en la Discoteca
1073,192000,0,,2008-11-26 02:33:15,2005-04-15 00:00:00,93,2,Experimental,[22],"[38, 22]",,5179,en,Attribution-Noncommercial-Share Alike 3.0 United States,3982,,8,,[],Onda Tocadisco
1075,192000,0,,2008-11-26 02:33:18,2005-04-15 00:00:00,62,2,Experimental,[22],"[38, 22]",,5620,en,Attribution-Noncommercial-Share Alike 3.0 United States,4628,,10,,[],Painful Corazon
1082,256000,0,,2008-11-26 02:33:33,2008-11-26 00:00:00,187,13,International,[2],[2],,4435,en,Attribution-Noncommercial-Share Alike 3.0 United States,3761,,13,,[],Nam Nhi-tu
1083,192000,0,,2008-11-26 02:33:37,2008-10-22 00:00:00,472,8,Experimental,[1],"[1, 38]",,2587,en,Attribution-Noncommercial-Share Alike 3.0 United States,1278,,4,,[],Feasting on Energy
1087,256000,0,,2008-11-26 02:33:48,2008-11-26 00:00:00,315,27,Rock,[12],[12],,10309,en,Attribution-NonCommercial-ShareAlike 3.0 International,11275,,4,,[],Tell The Police The Truth
1102,256000,0,,2008-11-26 02:34:56,2007-02-01 00:00:00,327,16,Rock,[12],[12],,3460,en,Attribution-NonCommercial-ShareAlike 3.0 International,2998,,1,,[],Rare Vodka from the Fourteenth Century
1193,192000,0,,2008-11-26 02:40:48,2004-05-01 00:00:00,286,9,Folk,[17],[17],,1730,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,1522,,1,,[],Wooly Mammoth's Absence
1195,192000,0,,2008-11-26 02:40:52,2004-05-01 00:00:00,212,3,Folk,[17],[17],,1211,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,1038,,3,,[],With My Hands Out
1196,192000,0,,2008-11-26 02:40:56,2004-05-01 00:00:00,221,2,Folk,[17],[17],,929,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,777,,4,,[],2 Blonde Braids
1197,192000,0,,2008-11-26 02:41:00,2004-05-01 00:00:00,161,2,Folk,[17],[17],,1024,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,868,,5,,[],My Burning
1249,256000,0,,2008-11-26 02:45:39,2008-11-26 00:00:00,566,3,Experimental,[32],"[32, 38]",,1232,en,Attribution-Noncommercial-Share Alike 3.0 United States,978,,3,,['baltimore'],"""Cleanse Bath"" 10"" Metal Laquer"
1259,256000,0,,2008-11-26 02:46:40,2008-11-26 00:00:00,208,6,Experimental,[32],"[32, 38]",,3547,en,Attribution-Noncommercial-Share Alike 3.0 United States,2740,,5,,[],Rolling In The Green
1270,128000,0,,2008-11-26 02:47:19,2008-03-11 00:00:00,149,0,Rock,[25],"[25, 12]",,3990,en,Attribution-Noncommercial-Share Alike 3.0 United States,3300,,0,,[],Cocksuckerbastardmotherfucker
1276,256000,1,,2008-11-26 02:47:30,2005-01-01 00:00:00,145,3,Experimental,[22],"[38, 22]",,2335,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,2038,,1,,[],Richard Nixon Died Today
1277,256000,0,,2008-11-26 02:47:33,2005-01-01 00:00:00,253,2,Experimental,[22],"[38, 22]",,2980,en,Attribution-NonCommercial-ShareAlike 3.0 International,1892,,2,,[],No Business
1278,256000,0,,2008-11-25 22:47:38,2005-01-01 00:00:00,592,5,Experimental,[22],"[38, 22]",,3728,en,Attribution-NonCommercial-ShareAlike 3.0 International,2556,,3,,[],Downloading
1417,256000,0,Fred Cole,2008-11-26 02:55:45,2008-01-01 00:00:00,232,14,Rock,[12],[12],,7349,en,Attribution-NonCommercial-ShareAlike 3.0 International,6911,,1,,[],Guns of Thunder
1427,128000,0,Plastic Crimewave,2008-11-26 02:56:29,2008-11-26 00:00:00,248,12,Rock,[12],[12],,3016,en,Attribution-Noncommercial-Share Alike 3.0 United States,2548,,6,,[],I Feel Evils
1443,192000,0,,2008-11-26 02:58:24,2008-01-01 00:00:00,423,9,Experimental,[47],"[38, 47]",,2085,en,Attribution-Noncommercial-Share Alike 3.0 United States,1336,,1,,[],Time Fist
1482,256000,0,,2008-11-26 03:00:45,2008-11-26 00:00:00,216,7,Electronic,[15],[15],,93276,en,Attribution-Noncommercial-Share Alike 3.0 United States,77299,,2,,[],Reindeer Dance
1510,256000,0,,2008-11-26 03:02:08,2008-11-26 00:00:00,91,2,Experimental,[32],"[32, 38]",,2199,en,Attribution-Noncommercial-Share Alike 3.0 United States,1768,,6,,[],Zombie
1544,256000,0,,2008-11-26 03:04:06,2002-07-01 00:00:00,370,8,Folk,[33],"[33, 17]",,3937,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,2537,,3,,[],Song of The Stations
1642,256000,0,,2008-11-26 02:59:54,2008-11-26 00:00:00,68,0,Pop,[10],[10],,2458,en,Attribution-Noncommercial-Share Alike 3.0 United States,277,,1,,[],Hrz
1644,256000,0,,2008-11-26 02:59:59,2008-11-26 00:00:00,146,1,Pop,[10],[10],,1476,en,Attribution-Noncommercial-Share Alike 3.0 United States,579,,2,,[],Outskirts
1649,256000,0,,2008-11-26 03:00:16,2008-11-26 00:00:00,139,0,Pop,[10],[10],,1280,en,Attribution-Noncommercial-Share Alike 3.0 United States,673,,5,,[],Inis Meain
1661,256000,0,,2008-11-26 03:00:42,2008-11-26 00:00:00,127,0,Pop,[10],[10],,1770,en,Attribution-Noncommercial-Share Alike 3.0 United States,693,,12,,[],Only Fools and Horses Theme
1663,192000,0,,2008-11-26 03:00:46,2008-11-26 00:00:00,200,1,Pop,[10],[10],,1363,en,Attribution-Noncommercial-Share Alike 3.0 United States,960,,1,,[],So High
1666,192000,0,,2008-11-26 03:00:53,2008-11-26 00:00:00,282,2,Pop,[10],[10],,1153,en,Attribution-Noncommercial-Share Alike 3.0 United States,568,,3,,[],She Fell Through the Trees
1673,192000,0,,2008-11-26 03:01:16,2004-09-11 00:00:00,250,0,Experimental,[30],"[38, 30]",,5929,en,Attribution-Noncommercial-Share Alike 3.0 United States,512,,7,,[],Track 07
1680,256000,0,Sounds of Taraab,2008-11-26 03:01:37,2008-11-26 00:00:00,436,0,International,[2],[2],,2168,en,Attribution-Noncommercial-Share Alike 3.0 United States,1240,,1,,[],Bashraf Salama
1681,256000,0,Sounds of Taraab,2008-11-26 03:01:42,2008-11-26 00:00:00,274,1,International,[2],[2],,1715,en,Attribution-Noncommercial-Share Alike 3.0 United States,703,,2,,[],Daka Kozi Manowe
1682,256000,0,Sounds of Taraab,2008-11-26 03:01:45,2008-11-26 00:00:00,354,5,International,[2],[2],,2850,en,Attribution-Noncommercial-Share Alike 3.0 United States,1668,,3,,[],Nie Zama Nie Sema
1683,256000,0,Sounds of Taraab,2008-11-26 03:01:50,2008-11-26 00:00:00,312,0,International,[2],[2],,1346,en,Attribution-Noncommercial-Share Alike 3.0 United States,518,,4,,[],Mapenzi Matamu
1684,256000,0,Sounds of Taraab,2008-11-26 03:01:55,2008-11-26 00:00:00,230,11,International,[2],[2],,4384,en,Attribution-Noncommercial-Share Alike 3.0 United States,3288,,5,,[],Mahaba Wa Taka Nini
1685,256000,0,Sounds of Taraab,2008-11-26 03:01:58,2008-11-26 00:00:00,308,0,International,[2],[2],,1264,en,Attribution-Noncommercial-Share Alike 3.0 United States,517,,6,,[],Eni Wana Damu
1686,256000,0,Sounds of Taraab,2008-11-26 03:02:04,2008-11-26 00:00:00,374,1,International,[2],[2],,2011,en,Attribution-Noncommercial-Share Alike 3.0 United States,657,,7,,[],Rufiji
1687,256000,0,Sounds of Taraab,2008-11-26 03:02:10,2008-11-26 00:00:00,330,0,International,[2],[2],,1351,en,Attribution-Noncommercial-Share Alike 3.0 United States,476,,8,,[],"Lala, Mpenzi Lala"
1688,256000,0,Sounds of Taraab,2008-11-26 03:02:18,2008-11-26 00:00:00,285,1,International,[2],[2],,1052,en,Attribution-Noncommercial-Share Alike 3.0 United States,423,,9,,[],Sishituki
1689,256000,0,Sounds of Taraab,2008-11-26 03:02:23,2008-11-26 00:00:00,543,1,International,[2],[2],,1183,en,Attribution-Noncommercial-Share Alike 3.0 United States,500,,10,,[],Unalo
1701,256000,0,,2008-11-26 03:03:10,2008-11-26 00:00:00,386,4,Folk,[17],[17],,2486,en,Attribution-Noncommercial-Share Alike 3.0 United States,543,,2,,[],Clouds
1702,256000,0,,2008-11-26 03:03:17,2008-11-26 00:00:00,286,3,Folk,[17],[17],,2531,en,Attribution-Noncommercial-Share Alike 3.0 United States,689,,2,,[],Java Pop
1703,256000,0,,2008-11-26 03:03:20,2008-11-26 00:00:00,288,3,Folk,[17],[17],,3764,en,Attribution-Noncommercial-Share Alike 3.0 United States,2845,,4,,[],Equus Haar
1704,256000,0,,2008-11-26 03:03:31,2008-11-26 00:00:00,435,3,Folk,[17],[17],,2573,en,Attribution-Noncommercial-Share Alike 3.0 United States,517,,4,,[],Morning Song
1706,128000,0,Strapping Fieldhands,2008-11-26 03:03:41,1994-11-26 00:00:00,175,13,Rock,[12],[12],,3180,en,Attribution-Noncommercial-Share Alike 3.0 United States,2308,,1,Siltbreeze,[],In the Pineys
1720,192000,0,,2008-11-26 03:04:09,2008-01-01 00:00:00,269,15,Rock,[58],"[58, 12]",,4746,en,Attribution-Noncommercial-Share Alike 3.0 United States,3282,,2,,[],Harken Sunshine
1732,256000,0,Teeth Mountain,2008-11-26 03:04:48,2007-01-01 00:00:00,341,7,Experimental,[38],[38],,2094,en,Attribution-Noncommercial-Share Alike 3.0 United States,1030,,2,,[],Black Jerusalem
1733,256000,0,Teeth Mountain,2008-11-26 03:04:52,2007-01-01 00:00:00,276,26,Experimental,[38],[38],,4162,en,Attribution-Noncommercial-Share Alike 3.0 United States,3544,,3,,[],Keinsein
1735,256000,0,Teeth Mountain,2008-11-26 03:04:57,2007-01-01 00:00:00,132,22,Experimental,[38],[38],,9711,en,Attribution-Noncommercial-Share Alike 3.0 United States,3332,,5,,[],Ghost Science
1736,256000,0,Teeth Mountain,2008-11-26 03:04:59,2007-01-01 00:00:00,275,6,Experimental,[38],[38],,2412,en,Attribution-Noncommercial-Share Alike 3.0 United States,682,,6,,[],Soft Beast
1883,160000,0,,2008-11-26 03:11:42,2008-11-26 00:00:00,158,10,Rock,[12],[12],,2711,en,Attribution-NonCommercial-ShareAlike 3.0 International,2403,,0,,[],I Do What I Do
1891,192000,0,,2008-11-26 03:12:02,2008-11-26 00:00:00,303,22,Rock,[12],[12],,37395,en,Attribution-Noncommercial-Share Alike 3.0 United States,4896,,4,,[],Kids In Cars
1893,122892,1,Tommy Jay,2008-11-26 03:12:06,1986-11-26 00:00:00,202,4,Folk,[17],[17],,1253,en,Attribution-NonCommercial-ShareAlike 3.0 International,753,,4,,[],Memories
1924,128000,0,,2008-11-26 03:13:48,2008-11-26 00:00:00,167,2,Folk,[17],[17],,2522,en,Attribution-Noncommercial-Share Alike 3.0 United States,599,,7,,[],Calling For You
1925,128000,0,The Twin Atlas,2008-11-26 03:13:49,2008-11-26 00:00:00,170,4,Folk,[17],[17],,3073,en,Attribution-Noncommercial-Share Alike 3.0 United States,1017,,3,,[],Happy At The Wheel
1929,256000,0,,2008-11-26 03:13:57,2008-11-26 00:00:00,216,20,Experimental,[1],"[1, 38]",,5525,en,Attribution-NonCommercial-ShareAlike 3.0 International,4684,,12,,"['avant garde', 'experimental', 'noise', 'san francisco', 'big city orchestrae', 'big city orchestrae womens auxiliary', 'american cassette noise network', 'baltimore']",Buzz Chant
1930,256000,0,,2008-11-26 03:14:00,,233,3,Rock,[98],"[98, 12]",,5116,en,Attribution-Noncommercial-Share Alike 3.0 United States,2464,,5,,[],So Thereby...and furthermore...thus henceforth...Mono
2012,256000,0,,2008-11-26 03:18:33,2008-11-26 00:00:00,200,1,Experimental,[32],"[32, 38]",,2113,en,Attribution-NonCommercial-ShareAlike 3.0 International,1383,,2,,[],The White Mice
2096,256000,1,,2008-11-26 03:22:02,,453,9,Experimental,[38],[38],,1627,en,Attribution-Noncommercial-Share Alike 3.0 United States,1019,,1,,[],title unknown
2097,256000,0,,2008-11-26 03:22:06,,257,4,Folk,[17],[17],,2083,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,1822,,8,,[],My Sweet Miasma
2099,192000,0,,2008-11-26 03:22:12,2005-01-01 00:00:00,244,2,Pop,[76],"[10, 76]",,1931,en,Attribution-Noncommercial-Share Alike 3.0 United States,1106,,3,,[],....like bacon sundays
3263,256000,0,,2008-12-04 19:24:16,2008-09-19 00:00:00,208,1,Folk,[17],[17],,2034,en,Attribution-NonCommercial-ShareAlike 3.0 International,952,,1,,[],A Date
